"","Date","Station","Total Rides","Usertype","Gender","Temp_Max","Temp_Avg","Temp_Min","Dew_Max","Dew_Avg","Dew_Min","Hum_Max","Hum_Avg","Hum_Min","Wind_Max","Wind_Avg","Wind_Min","Pressure_Max","Pressure_Avg","Pressure_Min","Precipitation_Total","is_weekend","is_holiday"
"75","2018-10-02","Riverside Blvd & W 67 St",121,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"76","2018-10-02","E 76 St & Park Ave",68,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"77","2018-10-02","1 Ave & E 62 St",154,"Subscriber",2,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"78","2018-10-02","Central Park S & 6 Ave",248,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"79","2018-10-02","W 67 St & Broadway",150,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"80","2018-10-02","W 106 St & Amsterdam Ave",54,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"81","2018-10-02","Riverside Dr & W 104 St",54,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"82","2018-10-02","1 Ave & E 110 St",46,"Subscriber",0,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"83","2018-10-02","W 63 St & Broadway",175,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"84","2018-10-02","5 Ave & E 73 St",138,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"85","2018-10-02","2 Ave & E 99 St",20,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"86","2018-10-02","W 100 St & Manhattan Ave",51,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"87","2018-10-02","E 110 St & Madison Ave",42,"Subscriber",0,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"88","2018-10-02","Central Park North & Adam Clayton Powell Blvd",109,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"89","2018-10-02","W 107 St & Columbus Ave",35,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"90","2018-10-02","Columbus Ave & W 103 St",16,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"91","2018-10-02","11 Ave & W 59 St",228,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"92","2018-10-02","West End Ave & W 107 St",54,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"93","2018-10-02","5 Ave & E 103 St",79,"Subscriber",2,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"94","2018-10-02","E 97 St & 3 Ave",19,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"95","2018-10-02","W 100 St & Broadway",79,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"96","2018-10-02","E 106 St & 1 Ave",23,"Subscriber",2,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"97","2018-10-02","Central Park W & W 96 St",155,"Subscriber",2,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"98","2018-10-02","3 Ave & E 71 St",40,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"99","2018-10-02","5 Ave & E 78 St",121,"Subscriber",2,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"100","2018-10-02","Central Park West & W 100 St",66,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"101","2018-10-02","W 64 St & Thelonious Monk Circle",122,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"102","2018-10-02","E 102 St & Park Ave",36,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"103","2018-10-02","3 Ave & E 100 St",19,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"104","2018-10-02","W 104 St & Amsterdam Ave",36,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"105","2018-10-02","E 68 St & 3 Ave",59,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"106","2018-10-02","E 60 St & York Ave",40,"Subscriber",2,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"107","2018-10-02","3 Ave & E 62 St",69,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"108","2018-10-02","Columbus Ave & W 72 St",250,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"109","2018-10-02","E 109 St & 3 Ave",33,"Subscriber",2,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"110","2018-10-02","W 70 St & Amsterdam Ave",90,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"111","2018-10-02","E 102 St & 1 Ave",79,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"112","2018-10-02","Broadway & W 60 St",275,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"113","2018-10-02","5 Ave & E 63 St",87,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"114","2018-10-02","E 106 St & Lexington Ave",30,"Subscriber",2,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"115","2018-10-02","Central Park West & W 76 St",112,"Subscriber",2,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"116","2018-10-02","3 Ave & E 72 St",47,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"117","2018-10-02","5 Ave & E 93 St",65,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"118","2018-10-02","2 Ave & E 104 St",48,"Subscriber",2,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"119","2018-10-02","W 59 St & 10 Ave",99,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"120","2018-10-02","Amsterdam Ave & W 66 St",64,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"121","2018-10-02","E 65 St & 2 Ave",72,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"122","2018-10-02","Central Park West & W 72 St",172,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"123","2018-10-02","W 74 St & Columbus Ave",74,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"124","2018-10-02","E 68 St & Madison Ave",52,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"125","2018-10-03","E 103 St & Lexington Ave",35,"Subscriber",1,77,70.5,67,63,59.9,57,87,69.9,53,14,8.3,3,30.1,30,30,0.56,0,0
"126","2018-10-03","E 97 St & 3 Ave",20,"Subscriber",1,77,70.5,67,63,59.9,57,87,69.9,53,14,8.3,3,30.1,30,30,0.56,0,0
"127","2018-10-03","W 67 St & Broadway",193,"Subscriber",1,77,70.5,67,63,59.9,57,87,69.9,53,14,8.3,3,30.1,30,30,0.56,0,0
